Time_utc,BidAskSpread_bp,MidPrice_Open,MidPrice_High,MidPrice_Low,MidPrice_Close
2021-08-30 05:43:00,4.6552353,479874.66,480002.94,479821.78,479821.78
2021-08-30 05:44:00,4.8183937,479821.78,480077.75,479810.12,479919.8
2021-08-30 05:45:00,4.4904943,479919.8,479916.38,479613.0,479632.38
2021-08-30 05:46:00,4.492499,479632.38,479746.94,479461.66,479461.66
2021-08-30 05:47:00,4.318956,479461.66,480166.62,479450.44,479977.2
2021-08-30 05:48:00,4.5905113,479977.2,480179.56,479545.5,479878.3
2021-08-30 05:49:00,4.585608,479878.3,479941.0,479353.5,479494.88
2021-08-30 05:50:00,4.079965,479494.88,479518.88,479198.3,479400.75
2021-08-30 05:51:00,4.1991334,479400.75,479380.8,479219.5,479308.03
2021-08-30 05:52:00,4.5339665,479308.03,479701.44,479235.16,479573.88
2021-08-30 05:53:00,3.9042585,479573.88,479862.25,479486.06,479682.3
2021-08-30 05:54:00,3.6996586,479682.3,479787.66,479640.12,479745.7
2021-08-30 05:55:00,3.9101596,479745.7,479776.62,479547.8,479609.12
2021-08-30 05:56:00,4.5253644,479609.12,479686.88,479351.38,479607.2
2021-08-30 05:57:00,4.5208654,479607.2,479631.75,479500.12,479536.2
2021-08-30 05:58:00,4.3797317,479536.2,479764.62,479350.9,479669.12
2021-08-30 05:59:00,4.374497,479669.12,479951.03,479375.2,479921.5
2021-08-30 06:00:00,4.235131,479921.5,480244.28,479822.4,480020.88
2021-08-30 06:01:00,4.4647245,480020.88,480023.88,479388.62,479398.2
2021-08-30 06:02:00,4.581053,479398.2,479422.94,479082.8,479332.2
2021-08-30 06:03:00,4.259494,479332.2,479322.28,479082.56,479113.72
2021-08-30 06:04:00,3.8122895,479113.72,479264.16,478957.12,479029.8
2021-08-30 06:05:00,4.5166073,479029.8,479027.5,478501.0,478636.9
2021-08-30 06:06:00,4.3870187,478636.9,479243.97,478604.06,479171.56
2021-08-30 06:07:00,3.1112318,479171.56,479184.38,478675.06,478980.75
2021-08-30 06:08:00,3.9039183,478980.75,479148.0,478758.25,479076.78
2021-08-30 06:09:00,3.7563744,479076.78,479367.56,478919.56,479318.2
2021-08-30 06:10:00,4.7159495,479318.2,479458.4,479218.53,479441.56
2021-08-30 06:11:00,4.203855,479441.56,479627.75,479271.25,479513.06
2021-08-30 06:12:00,4.145664,479513.06,479584.94,479276.2,479345.12
2021-08-30 06:13:00,4.089193,479345.12,479313.44,478830.06,478922.03
2021-08-30 06:14:00,4.3400416,478922.03,479165.7,478750.75,478774.88
2021-08-30 06:15:00,4.611,478774.88,478832.94,478622.4,478741.1
2021-08-30 06:16:00,4.0686703,478741.1,478751.0,478573.62,478590.5
2021-08-30 06:17:00,3.5899048,478590.5,478729.38,478519.12,478670.84
2021-08-30 06:18:00,4.088222,478670.84,479046.94,478560.75,478967.25
2021-08-30 06:19:00,4.281815,478967.25,479432.7,478924.22,479411.12
2021-08-30 06:20:00,4.2350936,479411.12,479783.06,479158.0,479714.3
2021-08-30 06:21:00,4.386135,479714.3,480074.88,479432.88,479901.97
2021-08-30 06:22:00,4.119082,479901.97,479978.22,479600.2,479608.5
2021-08-30 06:23:00,4.358831,479608.5,479789.8,479463.53,479619.97
2021-08-30 06:24:00,4.4231634,479619.97,479690.44,479233.06,479248.2
2021-08-30 06:25:00,4.2053547,479248.2,479344.03,479003.78,479074.8
2021-08-30 06:26:00,4.2429705,479074.8,479350.62,478829.5,478849.1
2021-08-30 06:27:00,4.148619,478849.1,478850.5,478663.2,478732.12
2021-08-30 06:28:00,3.6719186,478732.12,478866.66,478501.56,478866.66
2021-08-30 06:29:00,4.06538,478866.66,478933.94,478478.97,478495.03
2021-08-30 06:30:00,3.8926373,478495.03,478613.16,478194.5,478229.38
2021-08-30 06:31:00,4.598051,478229.38,478592.12,478125.0,478396.44
2021-08-30 06:32:00,4.640778,478396.44,478650.56,477972.7,478022.88
2021-08-30 06:33:00,5.1115417,478022.88,478381.88,477863.66,477899.38
2021-08-30 06:34:00,5.229928,477899.38,478737.38,477811.9,478269.44
2021-08-30 06:35:00,4.674693,478269.44,478690.12,477861.0,477866.44
2021-08-30 06:36:00,5.1565585,477866.44,477867.06,476220.44,476677.12
2021-08-30 06:37:00,6.9954586,476677.12,480164.62,476547.25,479577.66
2021-08-30 06:38:00,6.5362167,479577.66,480128.38,478771.75,479933.3
2021-08-30 06:39:00,5.506824,479933.3,480693.1,479689.8,480558.22
2021-08-30 06:40:00,5.5638,480558.22,480830.25,480404.12,480739.44
2021-08-30 06:41:00,5.5596232,480739.44,480698.2,479717.7,479719.12
2021-08-30 06:42:00,5.1873264,479719.12,479963.28,479340.12,479499.3
2021-08-30 06:43:00,5.0866137,479499.3,479489.3,479070.8,479135.12
2021-08-30 06:44:00,5.6064568,479135.12,479425.6,478422.8,479405.12
2021-08-30 06:45:00,5.7110186,479405.12,479451.1,478874.06,479036.7
2021-08-30 06:46:00,5.114431,479036.7,479019.12,478647.25,478847.75
2021-08-30 06:47:00,4.999737,478847.75,479572.8,478621.88,479297.84
2021-08-30 06:48:00,5.504636,479297.84,479842.25,479127.12,479685.97
2021-08-30 06:49:00,5.698546,479685.97,479974.5,479570.62,479798.2
2021-08-30 06:50:00,5.635021,479798.2,480671.2,479682.7,480555.3
2021-08-30 06:51:00,5.843383,480555.3,480529.2,479823.56,480067.9
2021-08-30 06:52:00,6.336227,480067.9,480380.88,479775.06,479939.9
2021-08-30 06:53:00,6.1645737,479939.9,479988.06,479616.7,479691.44
2021-08-30 06:54:00,5.67911,479691.44,480346.03,479703.1,479846.3
2021-08-30 06:55:00,5.6470337,479846.3,480433.94,479726.06,480084.3
2021-08-30 06:56:00,5.774619,480084.3,480396.62,479897.3,479958.88
2021-08-30 06:57:00,5.37263,479958.88,480140.1,479769.94,479930.2
2021-08-30 06:58:00,4.916658,479930.2,480160.3,479686.2,479784.3
2021-08-30 06:59:00,4.906953,479784.3,479836.72,479388.56,479813.38
2021-08-30 07:00:00,4.7956834,479813.38,479754.34,479362.38,479409.88
2021-08-30 07:01:00,5.186397,479409.88,479581.56,478792.75,478955.44
2021-08-30 07:02:00,4.2553296,478955.44,478993.53,478777.66,478910.75
2021-08-30 07:03:00,4.254432,478910.75,479351.9,478665.0,478769.8
2021-08-30 07:04:00,4.1509385,478769.8,478902.53,478584.56,478606.88
2021-08-30 07:05:00,4.4993734,478606.88,478709.56,478471.75,478487.25
2021-08-30 07:06:00,4.5118666,478487.25,479200.88,478104.0,479170.12
2021-08-30 07:07:00,4.384548,479170.12,479188.22,478320.12,478381.6
2021-08-30 07:08:00,4.867686,478381.6,478770.8,478254.75,478718.22
2021-08-30 07:09:00,4.4045005,478718.22,478782.2,478295.6,478413.62
2021-08-30 07:10:00,4.230034,478413.62,478585.75,478144.38,478179.72
2021-08-30 07:11:00,3.6218038,478179.72,478277.25,478073.06,478251.47
2021-08-30 07:12:00,4.7176294,478251.47,478379.7,477853.5,477896.3
2021-08-30 07:13:00,5.9318037,477896.3,477995.3,476963.2,477740.3
2021-08-30 07:14:00,5.7158833,477740.3,478274.88,477497.9,478080.56
2021-08-30 07:15:00,5.017408,478080.56,478093.12,477416.2,478042.12
