Time_utc,BidAskSpread_bp,MidPrice_Open,MidPrice_High,MidPrice_Low,MidPrice_Close
2021-08-30 05:43:00,12.046062,480168.8,480203.06,480067.8,480103.5
2021-08-30 05:44:00,11.578765,480103.5,480255.84,480090.84,480239.3
2021-08-30 05:45:00,12.045876,480239.3,480251.2,479932.0,479932.0
2021-08-30 05:46:00,11.55495,479932.0,479996.56,479878.3,479878.3
2021-08-30 05:47:00,13.1757555,479878.3,480377.75,479769.8,480328.4
2021-08-30 05:48:00,13.013214,480328.4,480354.5,479943.94,480129.97
2021-08-30 05:49:00,12.318311,480129.97,480172.2,479775.38,479811.03
2021-08-30 05:50:00,11.329885,479811.03,479817.28,479577.3,479658.25
2021-08-30 05:51:00,11.805794,479658.25,479703.75,479554.28,479624.56
2021-08-30 05:52:00,11.927126,479624.56,479970.0,479571.62,479933.2
2021-08-30 05:53:00,12.976416,479933.2,480126.7,479814.06,480028.88
2021-08-30 05:54:00,11.710967,480028.88,480067.47,480000.3,480044.2
2021-08-30 05:55:00,11.722523,480044.2,480057.56,479879.38,479926.2
2021-08-30 05:56:00,12.524681,479926.2,479961.16,479737.2,479906.06
2021-08-30 05:57:00,12.093288,479906.06,479916.34,479794.94,479876.0
2021-08-30 05:58:00,11.801017,479876.0,479998.84,479690.1,479984.75
2021-08-30 05:59:00,12.604667,479984.75,480227.12,479748.53,480213.44
2021-08-30 06:00:00,12.917282,480213.44,480413.8,480140.2,480337.9
2021-08-30 06:01:00,13.114942,480337.9,480356.47,479741.8,479779.2
2021-08-30 06:02:00,12.084663,479779.2,479799.4,479416.38,479529.8
2021-08-30 06:03:00,11.800202,479529.8,479586.5,479389.38,479451.88
2021-08-30 06:04:00,11.824506,479451.88,479541.3,479275.2,479335.6
2021-08-30 06:05:00,12.738831,479335.6,479371.34,478813.12,478956.8
2021-08-30 06:06:00,13.163099,478956.8,479492.56,478951.62,479439.62
2021-08-30 06:07:00,12.468156,479439.62,479483.94,479035.25,479205.2
2021-08-30 06:08:00,12.893523,479205.2,479392.3,479069.75,479339.7
2021-08-30 06:09:00,12.261276,479339.7,479639.0,479222.06,479639.0
2021-08-30 06:10:00,12.169644,479639.0,479747.38,479589.06,479698.38
2021-08-30 06:11:00,12.142905,479698.38,479918.4,479663.84,479882.2
2021-08-30 06:12:00,12.40163,479882.2,479914.38,479682.12,479714.0
2021-08-30 06:13:00,11.862505,479714.0,479714.0,479232.75,479271.44
2021-08-30 06:14:00,11.922557,479271.44,479417.12,479108.88,479151.47
2021-08-30 06:15:00,11.761509,479151.47,479158.5,479002.72,479117.16
2021-08-30 06:16:00,11.203013,479117.16,479124.06,478948.75,479011.28
2021-08-30 06:17:00,11.419421,479011.28,479031.3,478902.1,479018.06
2021-08-30 06:18:00,11.80219,479018.06,479328.75,478932.44,479311.56
2021-08-30 06:19:00,12.53364,479311.56,479704.38,479277.62,479696.22
2021-08-30 06:20:00,12.879055,479696.22,480048.7,479549.66,480030.94
2021-08-30 06:21:00,13.380713,480030.94,480340.0,479757.84,480297.7
2021-08-30 06:22:00,12.614589,480297.7,480313.8,480006.8,480036.0
2021-08-30 06:23:00,12.454611,480036.0,480108.84,479847.56,480072.03
2021-08-30 06:24:00,12.646853,480072.03,480079.2,479708.88,479727.16
2021-08-30 06:25:00,12.603198,479727.16,479737.2,479471.4,479498.25
2021-08-30 06:26:00,12.644058,479498.25,479689.22,479297.44,479322.84
2021-08-30 06:27:00,11.697095,479322.84,479322.84,479124.12,479174.38
2021-08-30 06:28:00,11.881609,479174.38,479192.06,478967.06,479191.62
2021-08-30 06:29:00,12.665865,479191.62,479277.72,478946.47,478976.56
2021-08-30 06:30:00,12.699842,478976.56,478985.94,478548.2,478612.2
2021-08-30 06:31:00,13.9040985,478612.2,478879.94,478506.75,478796.2
2021-08-30 06:32:00,13.557524,478796.2,478973.1,478244.0,478388.66
2021-08-30 06:33:00,14.393626,478388.66,478695.56,478230.44,478340.3
2021-08-30 06:34:00,14.673015,478340.3,478966.44,478136.2,478733.5
2021-08-30 06:35:00,13.467792,478733.5,478932.06,478149.47,478247.2
2021-08-30 06:36:00,18.415043,478247.2,478266.06,476474.44,476937.56
2021-08-30 06:37:00,20.75051,476937.56,480409.1,476923.34,479885.84
2021-08-30 06:38:00,18.363997,479885.84,480339.72,479045.44,480318.72
2021-08-30 06:39:00,15.922505,480318.72,480802.5,480018.56,480704.5
2021-08-30 06:40:00,15.301437,480704.5,481126.47,480698.53,481066.56
2021-08-30 06:41:00,16.11748,481066.56,481057.78,480120.0,480121.25
2021-08-30 06:42:00,15.344857,480121.25,480215.9,479675.44,479761.8
2021-08-30 06:43:00,13.811693,479761.8,479783.44,479394.72,479464.94
2021-08-30 06:44:00,14.765301,479464.94,479713.72,478855.56,479679.0
2021-08-30 06:45:00,13.909571,479679.0,479750.84,479269.78,479319.4
2021-08-30 06:46:00,13.710554,479319.4,479332.44,478962.84,479087.84
2021-08-30 06:47:00,14.108676,479087.84,479809.0,478936.44,479564.12
2021-08-30 06:48:00,13.169973,479564.12,480148.8,479507.62,480030.8
2021-08-30 06:49:00,12.851901,480030.8,480234.56,479988.3,480140.3
