Time_utc,BidAskSpread_bp,MidPrice_Open,MidPrice_High,MidPrice_Low,MidPrice_Close
2021-08-30 05:43:00,5.7024193,480185.88,480269.16,479979.3,480065.0
2021-08-30 05:44:00,5.302701,480065.0,480383.25,480005.62,480231.0
2021-08-30 05:45:00,4.7111735,480231.0,480254.56,479914.38,479918.0
2021-08-30 05:46:00,4.04702,479918.0,479993.03,479836.4,479836.5
2021-08-30 05:47:00,5.2463946,479836.5,480489.25,479803.2,480315.7
2021-08-30 05:48:00,5.583868,480315.7,480472.78,479926.34,480132.12
2021-08-30 05:49:00,4.4667187,480132.12,480204.3,479699.0,479796.2
2021-08-30 05:50:00,5.7701435,479796.2,479817.56,479452.28,479702.94
2021-08-30 05:51:00,5.414441,479702.94,479751.25,479462.38,479595.88
2021-08-30 05:52:00,5.0223765,479595.88,480036.62,479512.0,479882.03
2021-08-30 05:53:00,5.3012686,479882.03,480158.06,479722.47,480025.56
2021-08-30 05:54:00,5.22413,480025.56,480113.25,479928.2,480034.62
2021-08-30 05:55:00,5.725594,480034.62,480071.47,479800.06,479920.7
2021-08-30 05:56:00,5.846183,479920.7,479986.88,479653.72,479868.7
2021-08-30 05:57:00,5.9628587,479868.7,479951.44,479755.0,479847.88
2021-08-30 05:58:00,5.1788487,479847.88,480103.22,479607.3,480019.38
2021-08-30 05:59:00,5.793666,480019.38,480323.38,479604.12,480300.2
2021-08-30 06:00:00,6.2150216,480300.2,480520.88,480066.94,480284.3
2021-08-30 06:01:00,6.1520786,480284.3,480295.38,479664.25,479706.53
2021-08-30 06:02:00,5.757332,479706.53,479751.3,479325.1,479635.94
2021-08-30 06:03:00,5.3601317,479635.94,479638.47,479348.8,479411.7
2021-08-30 06:04:00,4.634731,479411.7,479554.9,479282.5,479325.94
2021-08-30 06:05:00,4.0175896,479325.94,479331.22,478767.5,478912.34
2021-08-30 06:06:00,4.787769,478912.34,479511.25,478903.25,479447.3
2021-08-30 06:07:00,5.9569044,479447.3,479453.66,478989.06,479323.62
2021-08-30 06:08:00,5.4859567,479323.62,479439.75,479057.56,479365.8
2021-08-30 06:09:00,4.515145,479365.8,479726.0,479216.7,479650.56
2021-08-30 06:10:00,4.867031,479650.56,479840.47,479536.6,479792.5
2021-08-30 06:11:00,5.2537465,479792.5,479983.75,479606.75,479874.12
2021-08-30 06:12:00,5.369897,479874.12,479940.8,479617.8,479677.44
2021-08-30 06:13:00,5.2142596,479677.44,479678.06,479111.97,479270.3
2021-08-30 06:14:00,5.3849106,479270.3,479559.25,479021.75,479105.88
2021-08-30 06:15:00,4.400243,479105.88,479210.03,478926.25,479118.28
2021-08-30 06:16:00,4.9992523,479118.28,479165.88,478921.84,478950.38
2021-08-30 06:17:00,4.70604,478950.38,479155.3,478839.56,479001.12
2021-08-30 06:18:00,5.3944383,479001.12,479481.1,478895.94,479417.8
2021-08-30 06:19:00,5.1033516,479417.8,479855.75,479348.9,479834.88
2021-08-30 06:20:00,6.3537965,479834.88,480181.66,479570.44,480101.62
2021-08-30 06:21:00,5.2091746,480101.62,480499.38,479744.03,480365.5
2021-08-30 06:22:00,5.56691,480365.5,480397.75,479969.75,480041.94
2021-08-30 06:23:00,5.3187566,480041.94,480212.72,479846.75,480124.3
2021-08-30 06:24:00,6.1486325,480124.3,480124.62,479657.8,479674.03
2021-08-30 06:25:00,5.9922476,479674.03,479761.12,479369.56,479564.4
2021-08-30 06:26:00,5.6754827,479564.4,479825.44,479204.38,479322.47
2021-08-30 06:27:00,6.057841,479322.47,479325.16,479079.3,479140.72
2021-08-30 06:28:00,5.612421,479140.72,479302.84,478855.38,479296.03
2021-08-30 06:29:00,5.602382,479296.03,479357.94,478847.62,478867.2
2021-08-30 06:30:00,6.5173163,478867.2,478996.38,478574.7,478638.44
2021-08-30 06:31:00,5.7886586,478638.44,478985.22,478410.62,478763.12
2021-08-30 06:32:00,5.7591777,478763.12,479044.03,478299.3,478411.38
2021-08-30 06:33:00,6.24806,478411.38,478847.7,478223.3,478301.88
2021-08-30 06:34:00,6.8711095,478301.88,479214.47,478161.7,478779.62
2021-08-30 06:35:00,6.549268,478779.62,479091.22,478240.56,478292.56
2021-08-30 06:36:00,8.256002,478292.56,478314.6,476451.8,477171.9
2021-08-30 06:37:00,12.846827,477171.9,480632.88,476857.47,480028.2
2021-08-30 06:38:00,13.10163,480028.2,480712.12,478927.72,480347.44
2021-08-30 06:39:00,9.307983,480347.44,481180.34,480010.25,480913.62
2021-08-30 06:40:00,8.34299,480913.62,481319.12,480770.72,481155.62
2021-08-30 06:41:00,8.9487915,481155.62,481155.6,480022.5,480129.34
2021-08-30 06:42:00,8.7015295,480129.34,480432.8,479630.1,479969.75
2021-08-30 06:43:00,7.408707,479969.75,479969.75,479364.5,479520.75
2021-08-30 06:44:00,7.469878,479520.75,479950.06,478740.94,479897.53
2021-08-30 06:45:00,6.930527,479897.53,479946.56,479248.8,479395.25
2021-08-30 06:46:00,6.5993967,479395.25,479407.6,478997.12,479230.25
2021-08-30 06:47:00,5.834144,479230.25,479960.44,478934.16,479670.34
2021-08-30 06:48:00,5.918193,479670.34,480225.47,479544.06,480052.47
2021-08-30 06:49:00,6.386282,480052.47,480349.28,479926.12,480180.56
2021-08-30 06:50:00,8.147387,480180.56,481173.3,480014.1,480957.53
2021-08-30 06:51:00,6.428131,480957.53,480969.7,480238.8,480399.94
2021-08-30 06:52:00,6.4497824,480399.94,480729.16,480211.44,480287.8
2021-08-30 06:53:00,5.512169,480287.8,480360.5,480002.28,480140.72
2021-08-30 06:54:00,6.2153845,480140.72,480749.7,480135.88,480257.8
2021-08-30 06:55:00,6.3154335,480257.8,480784.62,480051.2,480478.47
2021-08-30 06:56:00,6.240732,480478.47,480761.5,480235.5,480355.72
2021-08-30 06:57:00,6.365506,480355.72,480482.25,480194.75,480288.62
2021-08-30 06:58:00,5.88312,480288.62,480501.3,480082.28,480163.44
2021-08-30 06:59:00,6.1825604,480163.44,480215.72,479714.94,480149.75
2021-08-30 07:00:00,5.858129,480149.75,480167.4,479718.97,479805.25
2021-08-30 07:01:00,6.1906843,479805.25,480023.47,479122.12,479264.25
2021-08-30 07:02:00,5.6304674,479264.25,479384.94,479167.88,479309.7
2021-08-30 07:03:00,7.095324,479309.7,479810.94,478864.3,478994.38
2021-08-30 07:04:00,6.7728925,478994.38,479254.44,478840.06,478923.5
2021-08-30 07:05:00,6.109457,478923.5,479031.56,478796.12,478861.16
2021-08-30 07:06:00,6.9231563,478861.16,479555.34,478374.03,479458.56
2021-08-30 07:07:00,6.735352,479458.56,479479.12,478500.75,478541.2
2021-08-30 07:08:00,6.7149115,478541.2,479089.5,478511.44,479018.2
2021-08-30 07:09:00,6.171444,479018.2,479081.88,478582.34,478649.44
2021-08-30 07:10:00,6.1415772,478649.44,478878.88,478429.12,478497.06
2021-08-30 07:11:00,5.6302366,478497.06,478560.7,478384.47,478493.97
2021-08-30 07:12:00,6.6183734,478493.97,478630.1,478185.06,478257.06
2021-08-30 07:13:00,6.729994,478257.06,478321.62,477635.38,478164.5
2021-08-30 07:14:00,6.589431,478164.5,478560.0,477845.2,478342.75
2021-08-30 07:15:00,6.179408,478342.75,478386.7,477745.8,478378.7
2021-08-30 07:16:00,5.7584743,478378.7,478389.47,477667.34,477695.6
2021-08-30 07:17:00,7.44092,477695.6,478893.06,477520.47,478513.62
2021-08-30 07:18:00,5.543248,478513.62,478663.88,478419.56,478475.44
2021-08-30 07:19:00,6.6525474,478475.44,479512.56,478134.94,478987.25
2021-08-30 07:20:00,8.069628,478987.25,479309.2,478778.44,478907.25
2021-08-30 07:21:00,6.8628163,478907.25,479773.6,478724.66,479709.5
2021-08-30 07:22:00,7.8800454,479709.5,479729.1,478733.47,478892.75
2021-08-30 07:23:00,7.562994,478892.75,479487.4,478623.75,479304.38
2021-08-30 07:24:00,8.794602,479304.38,479889.9,479172.38,479543.56
2021-08-30 07:25:00,6.5940857,479543.56,479818.56,479370.3,479710.88
2021-08-30 07:26:00,7.456233,479710.88,480038.6,479177.12,479939.38
2021-08-30 07:27:00,6.467873,479939.38,480304.06,479752.72,480223.94
2021-08-30 07:28:00,6.7428412,480223.94,480322.53,479895.94,480010.56
2021-08-30 07:29:00,6.8133426,480010.56,480378.56,479909.7,480311.78
2021-08-30 07:30:00,6.166526,480311.78,480327.8,480119.44,480188.62
2021-08-30 07:31:00,6.151064,480188.62,480247.0,479616.94,479986.22
2021-08-30 07:32:00,6.06617,479986.22,480163.38,479809.2,479919.34
2021-08-30 07:33:00,5.884697,479919.34,480442.94,479875.78,480176.44
2021-08-30 07:34:00,6.470356,480176.44,480232.84,479593.7,480130.0
2021-08-30 07:35:00,5.6771207,480130.0,480354.25,479965.34,480073.2
2021-08-30 07:36:00,5.9144855,480073.2,480103.1,479492.12,479579.88
2021-08-30 07:37:00,6.2959437,479579.88,479654.44,479412.8,479447.94
2021-08-30 07:38:00,6.0340543,479447.94,479460.84,479277.2,479408.0
2021-08-30 07:39:00,6.2622433,479408.0,479500.7,479156.75,479236.88
2021-08-30 07:40:00,5.424298,479236.88,479403.56,479085.8,479209.25
2021-08-30 07:41:00,5.498304,479209.25,479244.06,478917.94,479055.2
2021-08-30 07:42:00,6.8261714,479055.2,479179.94,478854.0,478938.1
2021-08-30 07:43:00,6.7853956,478938.1,479816.0,478912.38,479038.22
2021-08-30 07:44:00,6.8788934,479038.22,479098.0,478671.03,478880.12
2021-08-30 07:45:00,5.769426,478880.12,479031.56,478769.84,478866.03
2021-08-30 07:46:00,5.1325536,478866.03,479294.06,478850.0,479035.25
2021-08-30 07:47:00,6.3275867,479035.25,479098.7,478543.66,478581.62
2021-08-30 07:48:00,6.8612366,478581.62,478962.94,478558.53,478785.94
2021-08-30 07:49:00,7.861618,478785.94,479841.88,478744.7,479634.3
2021-08-30 07:50:00,7.2313495,479634.3,479788.88,479556.78,479714.06
2021-08-30 07:51:00,6.690263,479714.06,479724.25,479379.2,479486.97
2021-08-30 07:52:00,6.282699,479486.97,479584.53,479346.94,479568.12
2021-08-30 07:53:00,6.4133224,479568.12,479636.88,479296.88,479440.12
2021-08-30 07:54:00,6.257753,479440.12,479694.25,479315.56,479553.7
2021-08-30 07:55:00,6.286151,479553.7,479919.62,479069.0,479878.94
2021-08-30 07:56:00,5.4446425,479878.94,479911.7,479373.5,479390.34
2021-08-30 07:57:00,5.159628,479390.34,479488.75,479274.38,479364.3
2021-08-30 07:58:00,6.8939414,479364.3,479433.47,478751.34,478941.4
2021-08-30 07:59:00,7.530059,478941.4,479842.62,478874.72,479681.7
2021-08-30 08:00:00,6.557397,479681.7,479773.56,479517.06,479600.56
2021-08-30 08:01:00,6.0507812,479600.56,479618.66,479231.78,479297.8
2021-08-30 08:02:00,5.3382,479297.8,479330.3,479107.12,479182.62
2021-08-30 08:03:00,6.0356846,479182.62,479206.75,478634.62,478821.8
2021-08-30 08:04:00,4.573342,478821.8,478871.7,478695.7,478786.12
2021-08-30 08:05:00,8.393531,478786.12,480203.4,478514.12,479320.62
2021-08-30 08:06:00,5.4821467,479320.62,479503.72,479107.44,479305.7
2021-08-30 08:07:00,5.5296082,479305.7,479373.38,479204.88,479326.8
2021-08-30 08:08:00,5.004358,479326.8,479578.44,479101.25,479284.94
2021-08-30 08:09:00,4.443941,479284.94,479323.8,479126.06,479183.78
2021-08-30 08:10:00,4.9177346,479183.78,479310.2,479133.97,479145.88
2021-08-30 08:11:00,4.677698,479145.88,479207.1,478931.7,479047.72
2021-08-30 08:12:00,5.288631,479047.72,479648.47,478864.38,479386.22
2021-08-30 08:13:00,4.2898655,479386.22,479450.75,479209.0,479277.2
2021-08-30 08:14:00,4.436107,479277.2,479511.3,478949.66,479283.94
2021-08-30 08:15:00,3.9376729,479283.94,479447.0,479032.53,479223.2
2021-08-30 08:16:00,4.1704874,479223.2,479226.22,478848.12,478949.56
2021-08-30 08:17:00,4.2785273,478949.56,479061.75,478720.28,478997.94
2021-08-30 08:18:00,4.7804565,478997.94,479004.34,478849.72,478896.84
2021-08-30 08:19:00,4.8315396,478896.84,478949.22,478847.88,478898.8
2021-08-30 08:20:00,5.7985563,478898.8,479288.7,478897.38,479212.2
2021-08-30 08:21:00,4.652393,479212.2,479239.2,478862.7,478915.94
2021-08-30 08:22:00,4.776726,478915.94,479013.12,478861.56,478945.3
2021-08-30 08:23:00,5.1016083,478945.3,478993.25,478849.25,478965.62
2021-08-30 08:24:00,5.133448,478965.62,479553.12,478897.75,479505.1
2021-08-30 08:25:00,5.9670577,479505.1,479936.8,479489.44,479904.88
2021-08-30 08:26:00,5.3597426,479904.88,480371.7,479897.88,480299.06
2021-08-30 08:27:00,6.731139,480299.06,480531.38,480055.78,480118.56
2021-08-30 08:28:00,5.5401855,480118.56,480584.56,480028.62,480325.62
2021-08-30 08:29:00,5.388207,480325.62,480575.3,480156.25,480501.06
2021-08-30 08:30:00,5.3206234,480501.06,480778.84,480378.8,480591.4
2021-08-30 08:31:00,4.793434,480591.4,480594.06,480035.3,480066.25
2021-08-30 08:32:00,5.556027,480066.25,480152.8,479906.94,480103.03
2021-08-30 08:33:00,4.8959966,480103.03,480290.44,480023.88,480202.44
2021-08-30 08:34:00,4.358435,480202.44,480442.62,480172.84,480369.94
2021-08-30 08:35:00,5.297517,480369.94,480543.38,480138.75,480485.06
2021-08-30 08:36:00,5.6319776,480485.06,480953.62,480352.28,480736.2
2021-08-30 08:37:00,6.0792193,480736.2,480783.88,480443.7,480493.75
2021-08-30 08:38:00,5.3004694,480493.75,480814.06,480481.06,480752.0
2021-08-30 08:39:00,3.1081991,480752.0,480906.97,480665.5,480876.44
2021-08-30 08:40:00,4.9362955,480876.44,481299.75,480600.88,481232.94
2021-08-30 08:41:00,3.782716,481232.94,481467.72,481074.06,481449.12
2021-08-30 08:42:00,5.249725,481449.12,482137.62,481293.28,481922.94
2021-08-30 08:43:00,6.11187,481922.94,482014.03,481453.0,481630.0
2021-08-30 08:44:00,6.1526237,481630.0,482501.88,481531.25,482224.25
